Stratum label,Stratum area (sq. km),Transect label,Transect length (m),Perpendicular distance (cm),Dung-pile decay stage
High (= pen+neck),773,TRSC-KDR.1,1000,13,C1
High (= pen+neck),773,TRSC-KDR.1,1000,180,C1
High (= pen+neck),773,TRSC-KDR.1,1000,224,C1
High (= pen+neck),773,TRSC-KDR.1,1000,110,D
High (= pen+neck),773,TRSC-KDR.1,1000,202,C2
High (= pen+neck),773,TRSC-KDR.1,1000,135,D
High (= pen+neck),773,TRSC-KDR.1,1000,34,C2
High (= pen+neck),773,TRSC-KDR.1,1000,629,C2
High (= pen+neck),773,TRSC-KDR.1,1000,176,C2
High (= pen+neck),773,TRSC-KDR.1,1000,208,C2
High (= pen+neck),773,TRSC-KDR.2,1450,166,C2
High (= pen+neck),773,TRSC-KDR.3,1000,39,C2
High (= pen+neck),773,TRSC-KDR.3,1000,390,C1
High (= pen+neck),773,TRSC-KDR.3,1000,335,C2
High (= pen+neck),773,TRSC-KDR.3,1000,633,D
High (= pen+neck),773,TRSC-KDR.3,1000,198,D
High (= pen+neck),773,TRSC-KDR.3,1000,74,C1
High (= pen+neck),773,TRSC-KDR.3,1000,268,C2
High (= pen+neck),773,TRSC-KDR.3,1000,19,C1
High (= pen+neck),773,TRSC-KDR.3,1000,265,D
High (= pen+neck),773,TRSC-KDR.3,1000,347,C1
High (= pen+neck),773,TRSC-KDR.3,1000,552,C1
High (= pen+neck),773,TRSC-KDR.3,1000,215,C2
High (= pen+neck),773,TRSC-KDR.3,1000,497,D
High (= pen+neck),773,TRSC-KDR.3,1000,160,C2
High (= pen+neck),773,TRSC-KDR.3,1000,445,C2
High (= pen+neck),773,TRSC-KDR.3,1000,342,C2
High (= pen+neck),773,TRSC-KDR.3,1000,515,C2
High (= pen+neck),773,TRSC-KDR.3,1000,15,D
High (= pen+neck),773,TRSC-KDR.3,1000,22,C1
High (= pen+neck),773,TRSC-KDR.4,1075,,
High (= pen+neck),773,TRSC-KDR.5,500,,
High (= pen+neck),773,TRSC-Tbbj.1,1000,63,D
High (= pen+neck),773,TRSC-Tbbj.1,1000,174,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,25,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,25,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,405,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,371,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,444,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,9,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,318,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,236,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,1000,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,193,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,506,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,153,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,203,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,336,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,572,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,570,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,730,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,457,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,389,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,279,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,170,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,109,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,33,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,261,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,314,B
High (= pen+neck),773,TRSC-Tbbj.1,1000,408,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,55,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,294,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,728,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,482,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,532,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,687,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,10,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,200,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,342,D
High (= pen+neck),773,TRSC-Tbbj.1,1000,509,D
High (= pen+neck),773,TRSC-Tbbj.1,1000,436,D
High (= pen+neck),773,TRSC-Tbbj.1,1000,463,D
High (= pen+neck),773,TRSC-Tbbj.1,1000,594,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,110,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,128,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,563,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,400,D
High (= pen+neck),773,TRSC-Tbbj.1,1000,97,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,287,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,582,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,85,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,266,C2
High (= pen+neck),773,TRSC-Tbbj.1,1000,119,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,364,C1
High (= pen+neck),773,TRSC-Tbbj.1,1000,590,B
High (= pen+neck),773,TRSC-Tbbj.2,1000,65,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,85,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,37,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,250,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,170,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,630,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,797,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,487,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,1084,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,210,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,57,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,1080,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,1223,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,1443,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,180,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,400,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,586,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,50,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,386,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,109,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,142,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,11,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,500,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,286,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,77,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,366,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,149,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,204,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,36,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,223,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,770,D
High (= pen+neck),773,TRSC-Tbbj.2,1000,392,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,345,D
High (= pen+neck),773,TRSC-Tbbj.2,1000,729,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,311,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,87,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,165,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,116,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,184,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,75,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,65,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,424,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,97,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,30,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,420,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,98,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,49,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,197,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,104,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,66,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,356,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,130,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,113,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,220,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,305,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,455,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,300,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,68,D
High (= pen+neck),773,TRSC-Tbbj.2,1000,38,C1
High (= pen+neck),773,TRSC-Tbbj.2,1000,19,C2
High (= pen+neck),773,TRSC-Tbbj.2,1000,83,C2
High (= pen+neck),773,TRSC-Tbbj.3,1000,14,D
High (= pen+neck),773,TRSC-Tbbj.3,1000,23,C1
High (= pen+neck),773,TRSC-Tbbj.3,1000,267,C1
High (= pen+neck),773,TRSC-Tbbj.3,1000,458,C2
High (= pen+neck),773,TRSC-Tbbj.3,1000,245,C1
High (= pen+neck),773,TRSC-Tbbj.3,1000,430,C2
High (= pen+neck),773,TRSC-Tbbj.3,1000,644,C1
High (= pen+neck),773,TRSC-Tbbj.3,1000,175,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,197,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,293,C1
High (= pen+neck),773,TRSC-Tbbj.4,1500,310,C2
High (= pen+neck),773,TRSC-Tbbj.4,1500,586,C2
High (= pen+neck),773,TRSC-Tbbj.4,1500,533,C2
High (= pen+neck),773,TRSC-Tbbj.4,1500,14,C1
High (= pen+neck),773,TRSC-Tbbj.4,1500,942,C1
High (= pen+neck),773,TRSC-Tbbj.4,1500,1153,C1
High (= pen+neck),773,TRSC-Tbbj.4,1500,174,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,155,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,70,C1
High (= pen+neck),773,TRSC-Tbbj.4,1500,198,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,94,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,36,C2
High (= pen+neck),773,TRSC-Tbbj.4,1500,215,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,325,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,10,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,342,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,390,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,18,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,257,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,132,C1
High (= pen+neck),773,TRSC-Tbbj.4,1500,116,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,275,C2
High (= pen+neck),773,TRSC-Tbbj.4,1500,348,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,144,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,202,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,29,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,95,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,385,D
High (= pen+neck),773,TRSC-Tbbj.4,1500,177,D
High (= pen+neck),773,TRSC-Tbbj.5,1000,170,D
High (= pen+neck),773,TRSC-Tbbj.6,1000,75,C1
High (= pen+neck),773,TRSC-Tbbj.6,1000,215,D
High (= pen+neck),773,TRSC-Tbbj.6,1000,170,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,82,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,29,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,145,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,578,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,343,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,765,C2
High (= pen+neck),773,TRSC-Pmrh.1,1500,67,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,243,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,214,C2
High (= pen+neck),773,TRSC-Pmrh.1,1500,477,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,665,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,528,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,427,C2
High (= pen+neck),773,TRSC-Pmrh.1,1500,168,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,38,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,470,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,210,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,486,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,199,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,210,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,460,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,140,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,55,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,80,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,87,C2
High (= pen+neck),773,TRSC-Pmrh.1,1500,5,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,206,D
High (= pen+neck),773,TRSC-Pmrh.1,1500,52,D
High (= pen+neck),773,TRSC-Pmrh.2,1300,2,D
High (= pen+neck),773,TRSC-Pmrh.2,1300,191,D
High (= pen+neck),773,TRSC-Pmrh.2,1300,58,D
High (= pen+neck),773,TRSC-Pmrh.2,1300,102,B
High (= pen+neck),773,TRSC-Pmrh.2,1300,375,D
High (= pen+neck),773,TRSC-Pmrh.2,1300,65,B
High (= pen+neck),773,TRSC-Pmrh.2,1300,485,C1
High (= pen+neck),773,TRSC-Pmrh.2,1300,66,C1
High (= pen+neck),773,TRSC-Pmrh.2,1300,8,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,131,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,241,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,76,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,170,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,96,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,410,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,66,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,518,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,454,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,620,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,300,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,130,D
High (= pen+neck),773,TRSC-Pmrh.3,1500,60,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,198,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,445,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,190,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,702,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,222,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,180,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,50,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,206,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,97,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,247,D
High (= pen+neck),773,TRSC-Pmrh.4,1500,70,C2
High (= pen+neck),773,TRSC-Pmrh.4,1500,250,D
High (= pen+neck),773,TRSC-Pmrh.5,150,840,D
High (= pen+neck),773,TRSC-Pmrh.5,150,125,C1
High (= pen+neck),773,TRSC-Pmrh.5,150,540,D
High (= pen+neck),773,TRSC-Pmrh.5,150,114,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,118,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,317,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,470,B
High (= pen+neck),773,TRSC-Pmrh.6,1500,172,C1
High (= pen+neck),773,TRSC-Pmrh.6,1500,36,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,70,C2
High (= pen+neck),773,TRSC-Pmrh.6,1500,183,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,69,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,15,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,176,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,247,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,382,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,220,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,47,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,207,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,490,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,420,D
High (= pen+neck),773,TRSC-Pmrh.6,1500,182,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,167,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,164,C2
High (= pen+neck),773,TRSC-Tmpg.1,1500,234,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,383,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,243,C2
High (= pen+neck),773,TRSC-Tmpg.1,1500,442,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,320,C2
High (= pen+neck),773,TRSC-Tmpg.1,1500,94,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,434,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,155,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,136,C2
High (= pen+neck),773,TRSC-Tmpg.1,1500,393,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,1040,C1
High (= pen+neck),773,TRSC-Tmpg.1,1500,270,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,290,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,133,C1
High (= pen+neck),773,TRSC-Tmpg.1,1500,220,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,581,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,272,C1
High (= pen+neck),773,TRSC-Tmpg.1,1500,0,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,86,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,85,C2
High (= pen+neck),773,TRSC-Tmpg.1,1500,50,D
High (= pen+neck),773,TRSC-Tmpg.1,1500,25,C2
High (= pen+neck),773,TRSC-Tmpg.1,1500,441,C1
High (= pen+neck),773,TRSC-Tmpg.1,1500,374,C2
High (= pen+neck),773,TRSC-Tmpg.1,1500,100,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,116,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,478,C1
High (= pen+neck),773,TRSC-Tmpg.2,1500,283,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,428,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,406,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,175,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,343,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,350,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,135,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,15,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,173,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,264,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,228,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,29,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,416,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,74,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,413,D
High (= pen+neck),773,TRSC-Tmpg.2,1500,588,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,81,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,196,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,84,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,14,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,250,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,14,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,106,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,158,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,294,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,121,C2
High (= pen+neck),773,TRSC-Tmpg.3,1500,438,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,549,C1
High (= pen+neck),773,TRSC-Tmpg.3,1500,134,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,121,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,328,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,188,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,18,D
High (= pen+neck),773,TRSC-Tmpg.3,1500,167,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,117,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,30,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,41,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,104,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,204,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,0,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,50,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,147,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,181,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,66,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,244,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,372,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,380,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,122,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,330,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,988,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,710,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,233,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,70,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,176,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,255,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,425,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,0,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,135,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,186,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,304,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,135,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,110,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,204,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,89,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,272,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,135,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,306,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,194,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,181,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,242,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,0,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,0,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,585,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,300,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,240,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,181,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,78,D
High (= pen+neck),773,TRSC-Tmpg.4,1500,355,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,384,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,595,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,290,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,402,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,40,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,295,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,323,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,333,C1
High (= pen+neck),773,TRSC-Tmpg.4,1500,369,C2
High (= pen+neck),773,TRSC-Tmpg.4,1500,127,C1
High (= pen+neck),773,TRSC-Tmpg.5,1500,108,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,30,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,270,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,131,C1
High (= pen+neck),773,TRSC-Tmpg.5,1500,145,C2
High (= pen+neck),773,TRSC-Tmpg.5,1500,42,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,338,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,38,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,240,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,456,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,311,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,258,D
High (= pen+neck),773,TRSC-Tmpg.5,1500,510,C2
High (= pen+neck),773,TRSC-Tmpg.5,1500,310,C2
High (= pen+neck),773,TRSC-Tmpg.5,1500,37,C2
High (= pen+neck),773,TRSC-Tmpg.5,1500,510,C2
High (= pen+neck),773,TRSC-Tmpg.5,1500,480,C2
High (= pen+neck),773,TRSC-Tmpg.5,1500,343,C2
High (= pen+neck),773,TRSC-Tmpg.6,1500,99,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,100,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,59,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,39,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,201,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,76,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,40,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,835,C1
High (= pen+neck),773,TRSC-Tmpg.6,1500,70,C2
High (= pen+neck),773,TRSC-Tmpg.6,1500,344,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,34,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,239,C2
High (= pen+neck),773,TRSC-Tmpg.6,1500,301,C2
High (= pen+neck),773,TRSC-Tmpg.6,1500,303,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,60,C1
High (= pen+neck),773,TRSC-Tmpg.6,1500,126,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,56,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,405,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,138,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,157,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,196,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,242,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,77,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,99,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,146,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,30,C1
High (= pen+neck),773,TRSC-Tmpg.6,1500,90,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,404,C1
High (= pen+neck),773,TRSC-Tmpg.6,1500,23,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,0,C1
High (= pen+neck),773,TRSC-Tmpg.6,1500,235,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,125,D
High (= pen+neck),773,TRSC-Tmpg.6,1500,693,C1
High (= pen+neck),773,TRSC-WPY.1,1500,256,D
High (= pen+neck),773,TRSC-WPY.1,1500,234,D
High (= pen+neck),773,TRSC-WPY.1,1500,126,D
High (= pen+neck),773,TRSC-WPY.1,1500,47,C2
